,price,description,locations,titles,target,labelled,websites
5529,949900.0,ml 1266305 executive and exquisite custom built home located the picturesque town deep river mud lake this open concept bungalow boast bedroom kitchen bathroom and incredible detail ,      petawawa    date posted 2021   ,    house for sale petawawa 654 balmer bay road deep river ontario 1589823737 654 balmer bay road deep river ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/petawawa/654-balmer-bay-road-deep-river-ontario/1589823737
5530,725000.0,ml 40175829 making the most it serene acre setting this raised bungalow offer plethora opportunity for those seeking life outside city limit located just minute from the detail ,      owen sound    date posted 2021   ,    house for sale owen sound 462186 concession concession oxenden ontario 1589822373 462186 concession concession oxenden ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/owen-sound/462186-concession-rd-24-concession-oxenden-ontario/1589822373
5531,799900.0,ml 40176745 wonderful elevated bungalow set acre beautiful countryside camden east this home feature ground pool and newer addition 2015 with oversized bonus room detail ,      napanee    date posted 2021   ,    house for sale napanee mckeown road camden east ontario 1589821817 mckeown road camden east ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/napanee/55-mckeown-road-camden-east-ontario/1589821817
5532,995000.0,ml w5401797 escape gorgeous caledon enjoy country living it finest this stunning 1bdrm bungalow perfectly situated acer accessible the bruce trail complete detail ,oakville halton region,    house for sale oakville halton region 5469 escarpment sdrd caledon ontario 1589821150 5469 escarpment sdrd caledon ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oakville-halton-region/5469-escarpment-sdrd-caledon-ontario/1589821150
5533,479900.0,ml 1261124 located the friendly subision bridlewood the lawrence river waterfront town iroquois this bedroom bungalow offer main floor laundry bath and finished detail ,      brockville    date posted 2021   ,    house for sale brockville 5590 bridlewood court iroquois ontario 1585570077 5590 bridlewood court iroquois ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/brockville/5590-bridlewood-court-iroquois-ontario/1585570077
5534,799000.0,ml 1265733 prepare amazed view from this completely updated 2bed 2bath picture perfect bungalow set landscaped acre facing west over robertson lake the home multiple deck and detail ,      kingston    date posted 2021   ,    house for sale kingston 3296 lavant mill road lanark highlands ontario 1589817788 3296 lavant mill road lanark highlands ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/kingston-on/3296-lavant-mill-road-lanark-highlands-ontario/1589817788
5535,389000.0,ml sm133564 expect the best and your expectation will exceeded everything about this fine residence impressive custom built 2010 this bungalow offer 2850 sqft absolutely fabulous detail ,      sault ste marie    date posted 2021   ,    house for sale sault ste marie 535 brule sault ste marie ontario 1589816889 535 brule sault ste marie ontario ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/sault-ste-marie/535-brule-rd-sault-ste-marie-ontario/1589816889
5536,999000.0,country splendor picturesque acre this magnificent bedroom brick stone stucco custom built bungalow feature 490 square foot luxurious living the main level and additional detail ,      hamilton    date posted 2021   ,    house for sale hamilton 191 kemp road 1589815758 191 kemp road ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/hamilton/191-kemp-road-e/1589815758
5537,750000.0,high demand conveniently located well maintained raised bungalow this home feature skylight wood and ceramic flooring throughout open concept living dining kitchen area private detail ,city toronto,    house for sale city toronto 561 northcliffe blvd 1589815967 561 northcliffe blvd ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/561-northcliffe-blvd/1589815967
5538,719000.0,solid all brick bungalow beautiful large wide 150 deep lot area finer home law apartment with it own side entrance newly built large 2020 insulated 16x30 garage with heat detail ,oshawa durham region,    house for sale oshawa durham region homes for sale harmony oshawa ontario 719 000 1589815971 homes for sale harmony oshawa ontario 719 000 ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/homes-for-sale-in-harmony-oshawa-ontario-719-000/1589815971
5540,799999.0,vacation home the beautiful hill mulmur the community springwater lake everything your finger tip skiing hiking and easy highway access large open plan bungalow with large lot detail ,      barrie    date posted 2021   ,    house for sale barrie dean 1589815918 dean ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/barrie/11-dean-rd/1589815918
5541,599900.0,situated quiet neighbourhood lined mature tree this ic style all brick bungalow ideal for the first time home buyer investor main flr feature lrg living room picture window detail ,oshawa durham region,    house for sale oshawa durham region homes for sale bowmanville clarington ontario 599 900 1589815950 homes for sale bowmanville clarington ontario 599 900 ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/homes-for-sale-in-bowmanville-clarington-ontario-599-900/1589815950
5542,699900.0,surrounded million dollar home find incredible opportunity with this outstanding detached bungalow oversized beautifully landscaped corner lot with huge garage workshop mature tree detail ,oshawa durham region,    house for sale oshawa durham region homes for sale dundas henry whitby ontario 699 900 1589815872 homes for sale dundas henry whitby ontario 699 900 ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/homes-for-sale-in-dundas-henry-whitby-ontario-699-900/1589815872
5543,599000.0,599 000 income property lease mature university toronto student favourite 2568 jarvis mississauga ontario l5c2p6 ml number w5419676 bedroom bathroom highlight detail ,mississauga peel region,    house for sale mississauga peel region bungalow near university toronto mississauga campus 1594101594 bungalow near university toronto mississauga campus ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/bungalow-2-2-near-university-of-toronto-mississauga-campus/1594101594
5544,649900.0,price 649 900 2052 beautifully maintained bedroom bungalow with large yard and super quiet home feature updated kitchen granite countertop porcelain floor dishwasher detail ,oshawa durham region,    house for sale oshawa durham region lakeview oshawa bed bath 1594081090 lakeview oshawa bed bath ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/lakeview-oshawa-3-1-bed-2-bath/1594081090
5545,565000.0,picturesque view await this big lake waterfront season home perfectly situated just over acre flat land this bedroom and half bath approximately 1300 square foot bungalow detail ,      sudbury    date posted 2021   ,    house for sale sudbury house for sale 105 big lake dam manitoulin island 1594068977 house for sale 105 big lake dam manitoulin island ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/sudbury/house-for-sale-105-big-lake-dam-manitoulin-island/1594068977
5546,579000.0,price 579 000 1828 amazing bedroom detached bungalow sought after oshawa neighbourhood main floor feature laminate floor throughout ton natural light and spacious bedroom detail ,oshawa durham region,    house for sale oshawa durham region lakeview oshawa bed bath 1594062092 lakeview oshawa bed bath ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/lakeview-oshawa-3-2-bed-2-bath/1594062092
5547,799900.0,code 7339 bright recently renovated semi detached bedroom washroom income property section bramalea close school park transit shopping close detail ,mississauga peel region,    house for sale mississauga peel region alluring semi detached bungalow for sale brampton 7339 1594060355 alluring semi detached bungalow for sale brampton 7339 ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/alluring-semi-detached-bungalow-for-sale-in-brampton-s-7339/1594060355
5548,535000.0,price 535 000 1689 first time buyer delight bright cozy two bedroom detached bungalow feature updated kitchen with upper glass cabinet pot lighting stainless steel appliance double detail ,oshawa durham region,    house for sale oshawa durham region bdrm detached oshawa bungalow 1594055644 bdrm detached oshawa bungalow ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/2-bdrm-detached-oshawa-bungalow/1594055644
5549,299999.0,attention investor family and student this concrete finished bungalow feature bdr bath mother law suite with separate entrance and 2nd kitchen currently rented out detail ,      windsor region    date posted 2021   ,    house for sale windsor area 932 janette ave windsor 1594041206 932 janette ave windsor ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/windsor-area-on/932-janette-ave-windsor/1594041206
5550,999900.0,price 999 900 3156 mesmerizing murray glen welcome this newly renovated bedroom bungalow located desirable wexford maryvale neighborhood top quality finish workmanship new detail ,city toronto,    house for sale city toronto newly renod bdrm bungalow wexford maryvale 1594041137 newly reno bdrm bungalow wexford maryvale ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/newly-renod-3-2-bdrm-bungalow-in-wexford-maryvale/1594041137
5551,999800.0,price 999 800 3156 outstanding value adorable detached bedroom bungalow large located desirable neighbourhood hardwood floor main level family sized eat detail ,mississauga peel region,    house for sale mississauga peel region detached bedroom bungalow toronto 1594038068 detached bedroom bungalow toronto ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/detached-3-1-bedroom-bungalow-in-toronto/1594038068
5553,999000.0,price 999 000 3154 charming bungalow one the best street the beautiful maple leaf neighbourhood premium 50x120 lot size true pride ownership throughout upgraded hardwood detail ,city toronto,    house for sale city toronto maple leaf toronto bed bath 1594036174 maple leaf toronto bed bath ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/maple-leaf-toronto-3-2-bed-2-bath/1594036174
5554,995000.0,price 995 000 3141 rare opportunity own this beautiful bungalow with finish basement this spacious bedroom home ha great layout plenty room this perfect for investor detail ,mississauga peel region,    house for sale mississauga peel region lvl backsplit toronto 1594032949 lvl backsplit toronto ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-lvl-backsplit-in-toronto/1594032949
5555,599900.0,sold new construction bedroom bathroom car garage 1500 sqft bungalow offer open concept living area leading covered deck ensuite bathroom laminate flooring all living area and detail ,      kingston    date posted 2021   ,    house for sale kingston hubbell street one percent realty jeff feaver 1594031888 hubbell street one percent realty jeff feaver ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/kingston-on/54-hubbell-street-one-percent-realty-jeff-feaver/1594031888
5556,399900.0,charmant bungalow entièrement rénové amplement lumière naturelle orientation bâtiment est ouest proche tous le service minute autoroute minute boulevard maloney detail ,      gatineau    date posted 2021   ,    house for sale gatineau 399 900 bungalow vendre gatineau gatineau 1593979221 399 900 bungalow vendre gatineau gatineau ,bungalow,2,https:/www.kijiji.ca/v-house-for-sale/gatineau/399-900-bungalow-a-vendre-a-gatineau-gatineau/1593979221
